content_name,tree
jdowhile1,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-IntDataType;ROOT-SimpleAssignmentExpression;@ROOT-DoStatement;ROOT-WhileStatement;@DoStatement-LessExpression;DoStatement-PostIncrementExpression;DoStatement-WhileStatement;@WhileStatement-DoStatement;WhileStatement-LessExpression;WhileStatement-PostIncrementExpression;@ROOT-PostIncrementExpression;@ROOT-LessExpression;
jdowhile2,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-IntDataType;ROOT-SimpleAssignmentExpression;@ROOT-DoStatement;ROOT-WhileStatement;@DoStatement-GreaterEqualExpression;DoStatement-PostDecrementExpression;DoStatement-WhileStatement;@WhileStatement-DoStatement;WhileStatement-GreaterEqualExpression;WhileStatement-PostDecrementExpression;@ROOT-PostDecrementExpression;@ROOT-GreaterEqualExpression;
jdowhile3,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-IntDataType;ROOT-SimpleAssignmentExpression;@ROOT-DoStatement;ROOT-WhileStatement;@DoStatement-AddAssignmentExpression;DoStatement-GreaterExpression;DoStatement-SubtractExpression;DoStatement-WhileStatement;@WhileStatement-AddAssignmentExpression;WhileStatement-DoStatement;WhileStatement-GreaterExpression;WhileStatement-SubtractExpression;@ROOT-AddAssignmentExpression;@ROOT-GreaterExpression;ROOT-SubtractExpression;
jdowhile4,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-ActualMethodParameter;ROOT-ConstructorCall;ROOT-ObjectCreationStatement;ROOT-SimpleAssignmentExpression;@ROOT-ClassDefinition;ROOT-DoubleDataType;ROOT-PublicClassSpecifier;ROOT-SimpleAssignmentExpression;@ROOT-IntDataType;ROOT-SimpleAssignmentExpression;@ROOT-DoStatement;ROOT-WhileStatement;@DoStatement-ActualMethodParameter;DoStatement-ConstructorDefinition;DoStatement-LessExpression;DoStatement-ObjectMethodInvocation;DoStatement-PostIncrementExpression;DoStatement-PublicConstructorSpecifier;DoStatement-SimpleAssignmentExpression;DoStatement-WhileStatement;@WhileStatement-ActualMethodParameter;WhileStatement-ConstructorDefinition;WhileStatement-DoStatement;WhileStatement-LessExpression;WhileStatement-ObjectMethodInvocation;WhileStatement-PostIncrementExpression;WhileStatement-PublicConstructorSpecifier;WhileStatement-SimpleAssignmentExpression;@ROOT-ActualMethodParameter;ROOT-ConstructorDefinition;ROOT-ObjectMethodInvocation;ROOT-PublicConstructorSpecifier;@ROOT-PostIncrementExpression;@ROOT-LessExpression;ROOT-SimpleAssignmentExpression;@ROOT-DoubleDataType;ROOT-ObjectMethodInvocation;ROOT-SimpleAssignmentExpression;@ROOT-ConstructorDefinition;ROOT-DoubleDataType;ROOT-FormalMethodParameter;ROOT-PublicConstructorSpecifier;@ROOT-SimpleAssignmentExpression;@ROOT-DoubleDataType;ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-VoidDataType;@ROOT-AddExpression;ROOT-DoubleDataType;ROOT-SimpleAssignmentExpression;@ROOT-DoubleDataType;ROOT-SimpleAssignmentExpression;ROOT-SubtractExpression;@ROOT-DoubleDataType;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;@ROOT-ReturnStatement;@ROOT-DoubleDataType;ROOT-InstanceField;ROOT-PrivateFieldSpecifier;ROOT-SimpleVariable;
jdowhile6,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-IntDataType;ROOT-SimpleAssignmentExpression;@ROOT-DoStatement;ROOT-WhileStatement;@DoStatement-AddAssignmentExpression;DoStatement-LessExpression;DoStatement-PostIncrementExpression;DoStatement-SubtractExpression;DoStatement-WhileStatement;@WhileStatement-AddAssignmentExpression;WhileStatement-DoStatement;WhileStatement-LessExpression;WhileStatement-PostIncrementExpression;WhileStatement-SubtractExpression;@ROOT-PostIncrementExpression;@ROOT-AddAssignmentExpression;ROOT-SubtractExpression;@ROOT-LessExpression;
jdowhile8,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-IntDataType;ROOT-SimpleAssignmentExpression;@ROOT-DoStatement;ROOT-WhileStatement;@DoStatement-AddAssignmentExpression;DoStatement-EqualExpression;DoStatement-IfStatement;DoStatement-LessExpression;DoStatement-ModulusExpression;DoStatement-PostIncrementExpression;DoStatement-WhileStatement;@WhileStatement-AddAssignmentExpression;WhileStatement-DoStatement;WhileStatement-EqualExpression;WhileStatement-IfStatement;WhileStatement-LessExpression;WhileStatement-ModulusExpression;WhileStatement-PostIncrementExpression;@ROOT-PostIncrementExpression;@ROOT-EqualExpression;ROOT-IfStatement;ROOT-ModulusExpression;@IfStatement-AddAssignmentExpression;IfStatement-EqualExpression;IfStatement-ModulusExpression;@ROOT-AddAssignmentExpression;@ROOT-LessExpression;@ROOT-GreaterExpression;ROOT-WhileStatement;@WhileStatement-AddAssignmentExpression;WhileStatement-EqualExpression;WhileStatement-GreaterExpression;WhileStatement-IfStatement;WhileStatement-ModulusExpression;WhileStatement-PostDecrementExpression;@ROOT-PostDecrementExpression;
jfor1,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-IntDataType;ROOT-SimpleAssignmentExpression;@ROOT-ForStatement;ROOT-IntDataType;ROOT-LessExpression;ROOT-PostIncrementExpression;ROOT-SimpleAssignmentExpression;@ROOT-AddAssignmentExpression;
jfor2,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-IntDataType;ROOT-SimpleAssignmentExpression;@ROOT-ForStatement;ROOT-IntDataType;ROOT-LessExpression;ROOT-PostIncrementExpression;ROOT-SimpleAssignmentExpression;@ROOT-AddExpression;ROOT-SimpleAssignmentExpression;
jfor3,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-IntDataType;ROOT-SimpleAssignmentExpression;@ROOT-ForStatement;ROOT-IntDataType;ROOT-LessExpression;ROOT-PostIncrementExpression;ROOT-SimpleAssignmentExpression;@ROOT-MultiplyExpression;ROOT-SimpleAssignmentExpression;
jfor4,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-DoubleDataType;ROOT-SimpleAssignmentExpression;@ROOT-ActualMethodParameter;ROOT-ConstructorCall;ROOT-ObjectCreationStatement;ROOT-SimpleAssignmentExpression;@ROOT-ClassDefinition;ROOT-ForStatement;ROOT-IntDataType;ROOT-LessExpression;ROOT-PostIncrementExpression;ROOT-PublicClassSpecifier;ROOT-SimpleAssignmentExpression;@ROOT-ActualMethodParameter;ROOT-ObjectMethodInvocation;@ROOT-ObjectMethodInvocation;ROOT-SimpleAssignmentExpression;@ROOT-ConstructorDefinition;ROOT-PublicConstructorSpecifier;@ROOT-SimpleAssignmentExpression;@ROOT-ConstructorDefinition;ROOT-DoubleDataType;ROOT-FormalMethodParameter;ROOT-PublicConstructorSpecifier;@ROOT-DoubleDataType;ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-VoidDataType;@ROOT-AddExpression;ROOT-DoubleDataType;ROOT-SimpleAssignmentExpression;@ROOT-DoubleDataType;ROOT-SimpleAssignmentExpression;ROOT-SubtractExpression;@ROOT-DoubleDataType;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;@ROOT-ReturnStatement;@ROOT-DoubleDataType;ROOT-InstanceField;ROOT-PrivateFieldSpecifier;ROOT-SimpleVariable;
jfor5,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-Constant;ROOT-ConstantInitializationStatement;ROOT-DoubleDataType;ROOT-SimpleAssignmentExpression;@ROOT-ClassDefinition;ROOT-Constant;ROOT-ConstantInitializationStatement;ROOT-DoubleDataType;ROOT-PublicClassSpecifier;ROOT-SimpleAssignmentExpression;@ROOT-Constant;ROOT-ConstantInitializationStatement;ROOT-IntDataType;ROOT-SimpleAssignmentExpression;@ROOT-ActualMethodParameter;ROOT-ConstructorCall;ROOT-ObjectCreationStatement;ROOT-SimpleAssignmentExpression;@ROOT-ActualMethodParameter;ROOT-ObjectMethodInvocation;@ROOT-DoubleDataType;ROOT-ObjectMethodInvocation;ROOT-SimpleAssignmentExpression;@ROOT-ConstructorDefinition;ROOT-DoubleDataType;ROOT-FormalMethodParameter;ROOT-PublicConstructorSpecifier;@ROOT-SimpleAssignmentExpression;@ROOT-DoubleDataType;ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-VoidDataType;@ROOT-LessExpression;ROOT-WhileStatement;@WhileStatement-AddExpression;WhileStatement-DivideExpression;WhileStatement-DoubleDataType;WhileStatement-LessExpression;WhileStatement-MultiplyExpression;WhileStatement-PostIncrementExpression;WhileStatement-SimpleAssignmentExpression;@ROOT-PostIncrementExpression;@ROOT-DivideExpression;ROOT-DoubleDataType;ROOT-MultiplyExpression;ROOT-SimpleAssignmentExpression;@ROOT-AddExpression;ROOT-SimpleAssignmentExpression;@ROOT-FormalMethodParameter;ROOT-IntDataType;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-VoidDataType;@ROOT-ForStatement;ROOT-IntDataType;ROOT-LessEqualExpression;ROOT-PostIncrementExpression;ROOT-SimpleAssignmentExpression;@ROOT-DoubleDataType;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;@ROOT-ReturnStatement;@ROOT-IntDataType;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;@ROOT-DoubleDataType;ROOT-InstanceField;ROOT-PrivateFieldSpecifier;ROOT-SimpleVariable;@ROOT-InstanceField;ROOT-IntDataType;ROOT-PrivateFieldSpecifier;ROOT-SimpleVariable;
jnested_loops1,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-IntDataType;ROOT-SimpleAssignmentExpression;@ROOT-ForStatement;ROOT-IntDataType;ROOT-LessEqualExpression;ROOT-NestedForLoops;ROOT-PostIncrementExpression;ROOT-SimpleAssignmentExpression;@NestedForLoops-ForStatement;NestedForLoops-IntDataType;NestedForLoops-LessEqualExpression;NestedForLoops-MultiplyExpression;NestedForLoops-PostIncrementExpression;NestedForLoops-SimpleAssignmentExpression;@ROOT-ForStatement;ROOT-IntDataType;ROOT-LessEqualExpression;ROOT-PostIncrementExpression;ROOT-SimpleAssignmentExpression;@ROOT-MultiplyExpression;ROOT-SimpleAssignmentExpression;
jnested2,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-IntDataType;ROOT-SimpleAssignmentExpression;@ROOT-ForStatement;ROOT-IntDataType;ROOT-LessExpression;ROOT-NestedForLoops;ROOT-PostIncrementExpression;ROOT-SimpleAssignmentExpression;@NestedForLoops-AddAssignmentExpression;NestedForLoops-ForStatement;NestedForLoops-IntDataType;NestedForLoops-LessExpression;NestedForLoops-PostIncrementExpression;NestedForLoops-SimpleAssignmentExpression;@ROOT-ForStatement;ROOT-IntDataType;ROOT-LessExpression;ROOT-PostIncrementExpression;ROOT-SimpleAssignmentExpression;@ROOT-AddAssignmentExpression;@ROOT-ActualMethodParameter;ROOT-java.lang.System.out.print;
jif_else1,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-IntDataType;ROOT-SimpleAssignmentExpression;@ROOT-GreaterExpression;ROOT-IfStatement;ROOT-ModulusExpression;@IfStatement-AddAssignmentExpression;IfStatement-GreaterExpression;IfStatement-ModulusExpression;@ROOT-AddAssignmentExpression;
jif_else2,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-ActualMethodParameter;ROOT-ConstructorCall;ROOT-ObjectCreationStatement;ROOT-SimpleAssignmentExpression;@ROOT-ClassDefinition;ROOT-GreaterExpression;ROOT-IfElseStatement;ROOT-ObjectMethodInvocation;ROOT-PublicClassSpecifier;@IfElseStatement-ActualMethodParameter;IfElseStatement-ClassDefinition;IfElseStatement-ConstructorDefinition;IfElseStatement-GreaterExpression;IfElseStatement-ObjectMethodInvocation;IfElseStatement-PublicClassSpecifier;IfElseStatement-PublicConstructorSpecifier;@ROOT-ActualMethodParameter;ROOT-ObjectMethodInvocation;@ROOT-ConstructorDefinition;ROOT-PublicConstructorSpecifier;@ROOT-DoubleDataType;ROOT-ObjectMethodInvocation;ROOT-SimpleAssignmentExpression;@ROOT-ConstructorDefinition;ROOT-DoubleDataType;ROOT-FormalMethodParameter;ROOT-PublicConstructorSpecifier;@ROOT-SimpleAssignmentExpression;@ROOT-DoubleDataType;ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-VoidDataType;@ROOT-AddExpression;ROOT-DoubleDataType;ROOT-SimpleAssignmentExpression;@ROOT-DoubleDataType;ROOT-SimpleAssignmentExpression;ROOT-SubtractExpression;@ROOT-DoubleDataType;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;@ROOT-ReturnStatement;@ROOT-DoubleDataType;ROOT-InstanceField;ROOT-PrivateFieldSpecifier;ROOT-SimpleVariable;
jif_else3,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-ActualMethodParameter;ROOT-ConstructorCall;ROOT-ObjectCreationStatement;ROOT-SimpleAssignmentExpression;@ROOT-GreaterExpression;ROOT-IfElseIfStatement;ROOT-ObjectMethodInvocation;@IfElseIfStatement-ActualMethodParameter;IfElseIfStatement-ConstructorDefinition;IfElseIfStatement-GreaterExpression;IfElseIfStatement-IfElseStatement;IfElseIfStatement-ObjectMethodInvocation;IfElseIfStatement-PublicConstructorSpecifier;@ROOT-ActualMethodParameter;ROOT-ObjectMethodInvocation;@ROOT-GreaterExpression;ROOT-IfElseStatement;ROOT-ObjectMethodInvocation;@IfElseStatement-ActualMethodParameter;IfElseStatement-ConstructorDefinition;IfElseStatement-GreaterExpression;IfElseStatement-ObjectMethodInvocation;IfElseStatement-PublicConstructorSpecifier;@ROOT-ConstructorDefinition;ROOT-PublicConstructorSpecifier;@ROOT-SimpleAssignmentExpression;@ROOT-DoubleDataType;ROOT-ObjectMethodInvocation;ROOT-SimpleAssignmentExpression;@ROOT-ConstructorDefinition;ROOT-DoubleDataType;ROOT-FormalMethodParameter;ROOT-PublicConstructorSpecifier;@ROOT-DoubleDataType;ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-VoidDataType;@ROOT-AddExpression;ROOT-DoubleDataType;ROOT-SimpleAssignmentExpression;@ROOT-DoubleDataType;ROOT-SimpleAssignmentExpression;ROOT-SubtractExpression;@ROOT-DoubleDataType;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;@ROOT-ReturnStatement;@ROOT-DoubleDataType;ROOT-InstanceField;ROOT-PrivateFieldSpecifier;ROOT-SimpleVariable;
jif_else4,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-ActualMethodParameter;ROOT-ConstructorCall;ROOT-ObjectCreationStatement;ROOT-SimpleAssignmentExpression;@ROOT-ClassDefinition;ROOT-GreaterExpression;ROOT-IfStatement;ROOT-ObjectMethodInvocation;ROOT-PublicClassSpecifier;@IfStatement-ActualMethodParameter;IfStatement-ClassDefinition;IfStatement-GreaterExpression;IfStatement-LessExpression;IfStatement-ObjectMethodInvocation;IfStatement-PublicClassSpecifier;@ROOT-IfStatement;ROOT-LessExpression;ROOT-ObjectMethodInvocation;@IfStatement-ActualMethodParameter;IfStatement-LessExpression;IfStatement-ObjectMethodInvocation;@ROOT-ActualMethodParameter;ROOT-ObjectMethodInvocation;@ROOT-DoubleDataType;ROOT-ObjectMethodInvocation;ROOT-SimpleAssignmentExpression;@ROOT-ConstructorDefinition;ROOT-PublicConstructorSpecifier;@ROOT-SimpleAssignmentExpression;@ROOT-ConstructorDefinition;ROOT-DoubleDataType;ROOT-FormalMethodParameter;ROOT-PublicConstructorSpecifier;@ROOT-DoubleDataType;ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-VoidDataType;@ROOT-AddExpression;ROOT-DoubleDataType;ROOT-SimpleAssignmentExpression;@ROOT-DoubleDataType;ROOT-SimpleAssignmentExpression;ROOT-SubtractExpression;@ROOT-DoubleDataType;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;@ROOT-ReturnStatement;@ROOT-DoubleDataType;ROOT-InstanceField;ROOT-PrivateFieldSpecifier;ROOT-SimpleVariable;
jif_else5,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-IntDataType;ROOT-MultiplyExpression;ROOT-SimpleAssignmentExpression;@ROOT-IntDataType;ROOT-SimpleAssignmentExpression;@ROOT-GreaterExpression;ROOT-IfElseIfStatement;@IfElseIfStatement-GreaterExpression;IfElseIfStatement-IfElseStatement;IfElseIfStatement-ModulusExpression;IfElseIfStatement-PostDecrementExpression;IfElseIfStatement-PostIncrementExpression;IfElseIfStatement-SimpleAssignmentExpression;@ROOT-GreaterExpression;ROOT-IfElseStatement;ROOT-ModulusExpression;@IfElseStatement-GreaterExpression;IfElseStatement-ModulusExpression;IfElseStatement-PostDecrementExpression;IfElseStatement-PostIncrementExpression;@ROOT-PostIncrementExpression;@ROOT-PostDecrementExpression;@ROOT-GreaterExpression;ROOT-IfElseStatement;@IfElseStatement-GreaterExpression;IfElseStatement-ModulusExpression;IfElseStatement-SimpleAssignmentExpression;@ROOT-ModulusExpression;ROOT-SimpleAssignmentExpression;@ROOT-SimpleAssignmentExpression;
jvariable1,ROOT-ClassDefinition;ROOT-PublicClassSpecifier;@ROOT-FormalMethodParameter;ROOT-MethodDefinition;ROOT-PublicMethodSpecifier;ROOT-StaticMethodSpecifier;ROOT-VoidDataType;@ROOT-IntDataType;ROOT-SimpleAssignmentExpression;@ROOT-AddAssignmentExpression;
